model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,granularity,n_folds,stage1,gate_w,stage1_val_RMSE,gate_val_gain_pct,resid_val_r2,stage1_only_test_RMSE,augment_stage1,segment_scheme,n_segments,gate_w_map,gate_w_min,gate_w_max,val_oof_RMSE
XGBoost,R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,648.2538803485262,25.460830315379077,19.67457258436415,-0.1118079157601044,0.5235861369551278,45.20342497785391,0.987747537463881,714.5175225888711,26.730460575696615,19.19639772623153,0.19016572186914948,0.5275654481914412,39.12655313862049,0.5867907546062242,5.782,weekly,2,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",R03,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,631.1563813149737,25.122825902254185,19.355640410523655,-0.08248431995689165,0.5166352864624418,44.37432858208792,1.023025901756413,699.8442461827549,26.454569476420417,18.585862309138744,0.20679641577166819,0.5221203264723635,38.09606389741646,0.5757451368456686,5.753,weekly,2,,,,,,,,,,,,,
Naive,R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,605.225,24.601321102737554,18.655555555555555,-0.03800990046389785,0.5059108646741414,43.156588083534785,1.0011745992904533,851.7612469747946,29.184948980164325,21.983695652173914,0.03461366197933802,0.5760084322364312,40.98350136138161,0.5872130475279131,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,614.4748842545926,24.78860391903087,20.193518518444442,-0.05387420123536657,0.5097622192877364,49.6886383629502,0.5251434447101891,1132.0758227639192,33.64633446252235,25.980978260869566,-0.2830949245242296,0.6640605189144648,56.65064999174927,0.93022075429727,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.05314966058096604,0.48318553882295984,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,0.008,weekly,2,linear,0.0,23.49623900731871,0.0,,26.71174291434975,,,,,,,
AR-LRX [linear],R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.05314966058096604,0.48318553882295984,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,5.696,weekly,2,linear,0.0,23.49623900731871,0.0,-0.37894239350369174,26.71174291434975,,,,,,,
AR-LRX-g [linear],R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.05314966058096604,0.48318553882295984,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,6.243,weekly,2,linear,0.0,23.49623900731871,0.0,-0.37894239350369174,26.71174291434975,False,global,1.0,"{""0"": 0.0}",0.0,0.0,23.496239007318714
AR-LRX-Aug [linear],R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.05314966058096604,0.48318553882295984,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,6.024,weekly,2,linear,0.0,23.49623900731871,0.0,-0.37894239350369174,26.71174291434975,True,global,1.0,"{""0"": 0.0}",0.0,0.0,23.496239007318714
XGBoost,R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,648.2538803485262,25.460830315379077,19.67457258436415,-0.1118079157601044,0.5235861369551278,45.20342497785391,0.987747537463881,714.5175225888711,26.730460575696615,19.19639772623153,0.19016572186914948,0.5275654481914412,39.12655313862049,0.5867907546062242,5.701,weekly,2,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",R03,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,631.1563813149737,25.122825902254185,19.355640410523655,-0.08248431995689165,0.5166352864624418,44.37432858208792,1.023025901756413,699.8442461827549,26.454569476420417,18.585862309138744,0.20679641577166819,0.5221203264723635,38.09606389741646,0.5757451368456686,7.925,weekly,2,,,,,,,,,,,,,
Naive,R06,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,72.78178666666668,8.531224218520263,7.1773333333333325,0.6065903388703285,0.34673508836110173,31.67014048982149,0.42562231605825873,88.61228260869566,9.413409722767604,6.910869565217392,0.46923936429430224,0.37944990426256364,31.080923626166985,1.6974011088135652,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),R06,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,144.90436425880372,12.037622865782252,8.928481481555556,0.21674392110828766,0.4892458715319737,39.59400277715749,0.4217677180101728,150.25668913043478,12.257923524416148,9.24021739130435,0.1000081084235952,0.4941108530044978,38.115261292626876,3.1210140229790473,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],R06,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,69.38078682149396,8.329513000259617,6.405952128088666,0.6249738693917666,0.3385369264917655,27.865005340476273,0.408226425108261,79.69377989817822,8.927137273402836,6.663411575061467,0.5226584844074853,0.35984850160495846,29.74831197601932,1.9484451334648163,0.009,weekly,2,linear,0.0,8.329513000259617,0.0,,8.927137273402836,,,,,,,
AR-LRX [linear],R06,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,69.38078682149396,8.329513000259617,6.405952128088666,0.6249738693917666,0.3385369264917655,27.865005340476273,0.408226425108261,79.69377989817822,8.927137273402836,6.663411575061467,0.5226584844074853,0.35984850160495846,29.74831197601932,1.9484451334648163,6.649,weekly,2,linear,0.0,8.329513000259617,0.0,-0.39439144046420616,8.927137273402836,,,,,,,
AR-LRX-g [linear],R06,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,69.38078682149396,8.329513000259617,6.405952128088666,0.6249738693917666,0.3385369264917655,27.865005340476273,0.408226425108261,79.69377989817822,8.927137273402836,6.663411575061467,0.5226584844074853,0.35984850160495846,29.74831197601932,1.9484451334648163,5.885,weekly,2,linear,0.0,8.329513000259617,0.0,-0.39439144046420616,8.927137273402836,False,global,1.0,"{""0"": 0.0}",0.0,0.0,8.329513000259617
AR-LRX-Aug [linear],R06,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,69.38078682149396,8.329513000259617,6.405952128088666,0.6249738693917666,0.3385369264917655,27.865005340476273,0.408226425108261,79.69377989817822,8.927137273402836,6.663411575061467,0.5226584844074853,0.35984850160495846,29.74831197601932,1.9484451334648163,5.584,weekly,2,linear,0.0,8.329513000259617,0.0,-0.39439144046420616,8.927137273402836,True,global,1.0,"{""0"": 0.0}",0.0,0.0,8.329513000259617
XGBoost,R06,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,120.86148799458766,10.993702196921094,8.128306530422634,0.34670362994324333,0.44681773741099096,33.86534365931173,0.42541181447124116,96.71941106647567,9.834602740653823,7.064513087894606,0.420680129306524,0.39642798712731303,30.179882060433943,1.6668626957285428,5.462,weekly,2,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",R06,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,92.11080522328723,9.597437430027206,7.345230034671894,0.5021105921013216,0.390069259710282,31.69223250646941,0.41633472223995344,94.38591548271516,9.715241401154948,7.038248563492589,0.434657058497282,0.391616590388047,30.19174507564799,1.7162954293866115,5.495,weekly,2,,,,,,,,,,,,,
Naive,R06,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,72.78178666666668,8.531224218520263,7.1773333333333325,0.6065903388703285,0.34673508836110173,31.67014048982149,0.42562231605825873,88.61228260869566,9.413409722767604,6.910869565217392,0.46923936429430224,0.37944990426256364,31.080923626166985,1.6974011088135652,0.0,weekly,2,,,,,,,,,,,,,
SeasonalNaive(s=52),R06,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,144.90436425880372,12.037622865782252,8.928481481555556,0.21674392110828766,0.4892458715319737,39.59400277715749,0.4217677180101728,150.25668913043478,12.257923524416148,9.24021739130435,0.1000081084235952,0.4941108530044978,38.115261292626876,3.1210140229790473,0.0,weekly,2,,,,,,,,,,,,,
S1 [linear],R06,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,42,69.38078682149396,8.329513000259617,6.405952128088666,0.6249738693917666,0.3385369264917655,27.865005340476273,0.408226425108261,79.69377989817822,8.927137273402836,6.663411575061467,0.5226584844074853,0.35984850160495846,29.74831197601932,1.9484451334648163,0.009,weekly,2,linear,0.0,8.329513000259617,0.0,,8.927137273402836,,,,,,,
AR-LRX [linear],R06,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,69.38078682149396,8.329513000259617,6.405952128088666,0.6249738693917666,0.3385369264917655,27.865005340476273,0.408226425108261,79.69377989817822,8.927137273402836,6.663411575061467,0.5226584844074853,0.35984850160495846,29.74831197601932,1.9484451334648163,6.745,weekly,2,linear,0.0,8.329513000259617,0.0,-0.39439144046420616,8.927137273402836,,,,,,,
AR-LRX-g [linear],R06,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,69.38078682149396,8.329513000259617,6.405952128088666,0.6249738693917666,0.3385369264917655,27.865005340476273,0.408226425108261,79.69377989817822,8.927137273402836,6.663411575061467,0.5226584844074853,0.35984850160495846,29.74831197601932,1.9484451334648163,6.111,weekly,2,linear,0.0,8.329513000259617,0.0,-0.39439144046420616,8.927137273402836,False,global,1.0,"{""0"": 0.0}",0.0,0.0,8.329513000259617
AR-LRX-Aug [linear],R06,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,69.38078682149396,8.329513000259617,6.405952128088666,0.6249738693917666,0.3385369264917655,27.865005340476273,0.408226425108261,79.69377989817822,8.927137273402836,6.663411575061467,0.5226584844074853,0.35984850160495846,29.74831197601932,1.9484451334648163,5.933,weekly,2,linear,0.0,8.329513000259617,0.0,-0.39439144046420616,8.927137273402836,True,global,1.0,"{""0"": 0.0}",0.0,0.0,8.329513000259617
XGBoost,R06,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,120.86148799458766,10.993702196921094,8.128306530422634,0.34670362994324333,0.44681773741099096,33.86534365931173,0.42541181447124116,96.71941106647567,9.834602740653823,7.064513087894606,0.420680129306524,0.39642798712731303,30.179882060433943,1.6668626957285428,5.633,weekly,2,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",R06,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,92.11080522328723,9.597437430027206,7.345230034671894,0.5021105921013216,0.390069259710282,31.69223250646941,0.41633472223995344,94.38591548271516,9.715241401154948,7.038248563492589,0.434657058497282,0.391616590388047,30.19174507564799,1.7162954293866115,5.805,weekly,2,,,,,,,,,,,,,
